timestamp,provider,from_region,to_region,latency_ms
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-southeast-6,170.24
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-southeast-7,77.34
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ca-central-1,206.44
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ca-west-1,227.99
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,eu-central-1,153.53
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,eu-central-2,144.08
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,eu-north-1,171.97
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,eu-south-1,131.97
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,eu-south-2,150.67
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,eu-west-1,155.91
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,eu-west-2,150.43
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,eu-west-3,136.06
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,il-central-1,166.09
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,me-central-1,49.19
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,me-south-1,55.87
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,mx-central-1,253.32
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,sa-east-1,320.11
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,us-east-1,203.29
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,us-east-2,212.20
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,us-west-1,223.33
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,us-west-2,210.80
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,af-south-1,334.67
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-east-1,37.78
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-east-2,53.76
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-northeast-1,73.87
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-northeast-2,76.33
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-northeast-3,78.34
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-south-1,69.02
